cur,US dollar,Japanese yen,Bulgarian lev,Czech koruna,Danish krone,Estonian kroon,Israeli shekel,Pound sterling,Hungarian forint,Lithuanian litas,Latvian lats,Polish zloty,New Romanian leu,Swedish krona,Slovak koruna,Swiss franc,Icelandic krona,Norwegian krone,Croatian kuna,Russian rouble,New Turkish lira,Australian dollar,Brasilian real,Canadian dollar,Chinese yuan renminbi,Hong Kong dollar,Indonesian rupiah,Indian rupee,South Korean won,Mexican peso,Malaysian ringgit,New Zealand dollar,Philippine peso,Singapore dollar,Thai baht,South African rand
Date,USD,JPY,BGN,CZK,DKK,EEK,ILS,GBP,HUF,LTL,LVL,PLN,RON,SEK,SKK,CHF,ISK,NOK,HRK,RUB,TRY,AUD,BRL,CAD,CNY,HKD,IDR,INR,KRW,MXN,MYR,NZD,PHP,SGD,THB,ZAR
02-Jan-20,1.1193,121.75,1.9558,25.411,7.4719,,3.869,0.84828,329.98,,,4.2544,4.7828,10.4728,,1.0865,136.9,9.8408,7.4445,69.1893,6.6699,1.6006,4.487,1.4549,7.7946,8.7203,15540.92,79.9065,1298.24,21.1383,4.5764,1.6718,56.825,1.5084,33.741,15.7496
03-Jan-20,1.1147,120.54,1.9558,25.36,7.4731,,3.8766,0.85115,330.53,,,4.2493,4.7784,10.4858,,1.084,136.9,9.8315,7.4463,69.119,6.6587,1.6031,4.5271,1.4471,7.7712,8.6713,15536.69,80.0085,1300.32,21.1433,4.5725,1.6718,56.983,1.5047,33.614,15.9222
06-Jan-20,1.1194,121.02,1.9558,25.301,7.4732,,3.8913,0.85215,329.66,,,4.2415,4.7743,10.5308,,1.085,137.3,9.8488,7.445,69.4047,6.69,1.6119,4.5461,1.4525,7.8049,8.6978,15604.44,80.5175,1308.83,21.1418,4.594,1.6788,57.247,1.511,33.744,15.9465
07-Jan-20,1.1172,121.15,1.9558,25.276,7.4731,,3.8731,0.85183,331.28,,,4.2457,4.7778,10.5423,,1.085,137.3,9.8548,7.4478,69.2576,6.676,1.6251,4.5625,1.452,7.7562,8.6836,15501.15,80.265,1302.48,21.0852,4.5727,1.6833,56.832,1.5081,33.823,15.9724
08-Jan-20,1.1115,120.86,1.9558,25.265,7.4731,,3.8541,0.84868,331.08,,,4.2429,4.7774,10.5108,,1.0792,137.1,9.8508,7.449,68.6389,6.6158,1.6195,4.5092,1.447,7.7184,8.6424,15441.51,79.709,1297.37,20.9079,4.5588,1.6739,56.42,1.5014,33.74,15.8166
09-Jan-20,1.111,121.54,1.9558,25.253,7.4731,,3.8556,0.85285,332.51,,,4.2422,4.7785,10.533,,1.0808,137.7,9.8665,7.446,68.0757,6.5331,1.6193,4.5194,1.4505,7.7011,8.6317,15387.35,79.162,1288.28,20.8637,4.5445,1.6796,56.25,1.5018,33.647,15.7839
10-Jan-20,1.1091,121.6,1.9558,25.265,7.4731,,3.8476,0.8481,333.85,,,4.2462,4.7796,10.551,,1.0822,136.6,9.8745,7.4445,68.041,6.5198,1.6132,4.5188,1.4498,7.6773,8.6137,15263.99,78.6915,1286,20.8634,4.5212,1.6769,55.998,1.4969,33.534,15.8081
13-Jan-20,1.1126,122.25,1.9558,25.23,7.4732,,3.8604,0.8576,334.29,,,4.2348,4.7784,10.5598,,1.0811,137.2,9.8955,7.4445,68.0893,6.5219,1.6117,4.5832,1.4514,7.6697,8.6504,15243.73,78.8225,1288.09,20.9084,4.5199,1.6769,56.147,1.4989,33.62,15.9948
14-Jan-20,1.1115,122.32,1.9558,25.155,7.4731,,3.8541,0.85618,332.77,,,4.2219,4.7795,10.5248,,1.0767,137.2,9.892,7.445,68.2418,6.5448,1.611,4.6056,1.4528,7.6536,8.6447,15219.55,78.7285,1285.74,20.9406,4.5288,1.6803,56.242,1.4981,33.624,16.0274
15-Jan-20,1.1142,122.43,1.9558,25.144,7.4727,,3.8561,0.85683,332.94,,,4.2265,4.7803,10.559,,1.0751,136.6,9.882,7.4443,68.4386,6.558,1.6188,4.635,1.4565,7.6746,8.6591,15262.3,78.8825,1289.22,20.9542,4.5409,1.6905,56.521,1.5011,33.693,16.0218
16-Jan-20,1.1169,122.8,1.9558,25.17,7.4729,,3.8575,0.8547,333.84,,,4.2324,4.779,10.5678,,1.0739,137,9.9058,7.4418,68.8102,6.5363,1.6115,4.6519,1.4559,7.6837,8.6812,15223.35,79.221,1293.87,20.9901,4.5377,1.6769,56.776,1.5025,33.915,16.1229
17-Jan-20,1.1108,122.31,1.9558,25.147,7.4729,,3.8372,0.85105,335.59,,,4.2367,4.7803,10.545,,1.0736,137.4,9.889,7.4378,68.2495,6.5323,1.6122,4.639,1.4498,7.6186,8.6292,15184.91,78.9567,1288.37,20.8338,4.5041,1.6782,56.548,1.496,33.746,16.0582
20-Jan-20,1.1085,122.14,1.9558,25.125,7.4726,,3.8326,0.85275,336.39,,,4.2433,4.7794,10.5548,,1.0737,137.6,9.8815,7.4358,68.2075,6.5604,1.6154,4.636,1.4487,7.6112,8.6112,15118.3,78.784,1286.08,20.694,4.5022,1.6796,56.489,1.4943,33.647,16.1045
21-Jan-20,1.1115,122.31,1.9558,25.066,7.4725,,3.8405,0.8503,335.32,,,4.2438,4.7785,10.5523,,1.0743,137.8,9.936,7.4375,68.73,6.5938,1.6177,4.6661,1.4512,7.6732,8.6362,15197.89,79.1345,1298.12,20.8194,4.5255,1.6811,56.689,1.4994,33.79,16.0899
22-Jan-20,1.1088,121.93,1.9558,25.136,7.4729,,3.8279,0.84445,335.61,,,4.2378,4.7784,10.5528,,1.0757,137.8,9.959,7.4375,68.6934,6.5673,1.6184,4.6486,1.4465,7.653,8.617,15137.71,78.8665,1290.57,20.7417,4.5078,1.6782,56.499,1.4954,33.685,15.975
23-Jan-20,1.1091,121.5,1.9558,25.159,7.4732,,3.8336,0.84498,337.19,,,4.2439,4.7788,10.5473,,1.0734,137.8,9.9678,7.4438,68.6301,6.5771,1.6149,4.6253,1.4599,7.6897,8.6201,15141.43,79.0965,1295.15,20.7527,4.514,1.6797,56.514,1.4971,33.883,15.9503
24-Jan-20,1.1035,120.96,1.9558,25.16,7.473,,3.81,0.84313,336.01,,,4.2565,4.7799,10.5363,,1.0712,137.4,9.9375,7.4415,68.1692,6.5539,1.6127,4.6084,1.4491,7.6509,8.577,15002.91,78.67,1289.12,20.717,4.4857,1.6684,56.092,1.491,33.723,15.8585
27-Jan-20,1.1025,120.11,1.9558,25.231,7.4728,,3.8151,0.84358,337.53,,,4.2715,4.7808,10.5795,,1.0689,137.4,10.0363,7.4415,69.0442,6.5566,1.6291,4.6467,1.4539,7.6477,8.5745,14999.51,78.7425,1298.34,20.8715,4.4822,1.6814,56.084,1.4965,33.869,16.0431
28-Jan-20,1.1005,120.02,1.9558,25.221,7.4728,,3.8033,0.84603,337.18,,,4.2731,4.7784,10.5993,,1.0703,137.2,10.0758,7.441,68.9032,6.5475,1.629,4.6196,1.4516,7.6338,8.5578,15008.07,78.4545,1297.2,20.7316,4.4972,1.6844,55.878,1.4949,33.945,16.1249
29-Jan-20,1.1001,120.06,1.9558,25.208,7.4728,,3.8053,0.8458,337.39,,,4.2837,4.777,10.5753,,1.0729,135.9,10.0563,7.442,68.9755,6.5559,1.6299,4.6089,1.4496,7.631,8.5503,14991.61,78.417,1296.65,20.6109,4.4884,1.6868,55.929,1.4971,34.07,16.0719
30-Jan-20,1.1029,120.03,1.9558,25.25,7.4729,,3.808,0.84183,338.36,,,4.2873,4.777,10.6398,,1.069,135.9,10.1738,7.4423,69.6719,6.597,1.6412,4.6836,1.4577,7.6504,8.5678,15094.84,79.011,1315,20.6985,4.5087,1.6973,56.246,1.503,34.405,16.2673
31-Jan-20,1.1052,120.35,1.9558,25.21,7.4731,,3.809,0.84175,337.05,,,4.3009,4.7789,10.6768,,1.0694,136.3,10.1893,7.444,70.3375,6.6117,1.6494,4.7157,1.4627,7.6664,8.5843,15091.51,78.9055,1321.6,20.8044,4.5297,1.7083,56.382,1.5092,34.46,16.49
03-Feb-20,1.1066,120.1,1.9558,25.177,7.4729,,3.8135,0.84775,337.7,,,4.2968,4.7788,10.6808,,1.0672,137.3,10.259,7.4465,70.5988,6.6221,1.6521,4.717,1.4647,7.7681,8.5935,15207.45,79.0035,1319.12,20.8183,4.5526,1.7106,56.293,1.5138,34.349,16.4806
04-Feb-20,1.1048,120.52,1.9558,25.143,7.4729,,3.813,0.8488,336.32,,,4.2753,4.7763,10.6278,,1.0702,137.9,10.1948,7.4518,69.8725,6.6073,1.6439,4.6704,1.4671,7.7298,8.5805,15146.81,78.712,1310.75,20.6722,4.5424,1.7102,56.102,1.5139,34.194,16.3262
05-Feb-20,1.1023,120.94,1.9558,25.055,7.4728,,3.7981,0.84444,335.76,,,4.2491,4.7734,10.545,,1.0717,138.1,10.1173,7.4568,69.032,6.5975,1.6299,4.6614,1.4644,7.6858,8.5572,15036.47,78.433,1302.97,20.4923,4.5382,1.7006,55.961,1.5202,34.133,16.2246
06-Feb-20,1.1003,120.87,1.9558,24.893,7.4725,,3.777,0.84835,336.76,,,4.2451,4.7655,10.555,,1.0715,138.1,10.1288,7.4563,69.4575,6.5886,1.6282,4.6553,1.461,7.6676,8.542,15000.81,78.2845,1301.78,20.4852,4.5349,1.6994,55.817,1.5233,34.197,16.3028
07-Feb-20,1.0969,120.51,1.9558,25.03,7.4724,,3.7585,0.8472,338.15,,,4.2653,4.7613,10.5455,,1.0705,137.9,10.1673,7.455,70.0203,6.5688,1.6417,4.7078,1.4604,7.6711,8.5168,15063.25,78.3625,1309.78,20.5281,4.5412,1.7094,55.816,1.5255,34.333,16.4204
10-Feb-20,1.0951,120.18,1.9558,25.026,7.4724,,3.7483,0.84628,337.37,,,4.2656,4.7663,10.5728,,1.07,137.9,10.1188,7.455,70.112,6.5897,1.6373,4.721,1.458,7.6471,8.5039,15037.15,78.107,1301.41,20.5466,4.5425,1.7108,55.657,1.5209,34.277,16.4786
11-Feb-20,1.0901,119.73,1.9558,24.965,7.4721,,3.72,0.84325,337.93,,,4.2569,4.7693,10.5373,,1.0667,137.9,10.0953,7.459,69.3198,6.5775,1.626,4.6995,1.4495,7.6025,8.4658,14919.11,77.6945,1290.63,20.3563,4.5059,1.7055,55.061,1.5127,34.082,16.2331
12-Feb-20,1.0914,120.03,1.9558,24.878,7.4718,,3.7325,0.84058,339.49,,,4.2554,4.7663,10.4965,,1.0645,137.9,10.0445,7.4575,68.753,6.5923,1.6175,4.7286,1.4468,7.6073,8.4788,14912.89,77.8345,1288,20.3274,4.514,1.6832,55.189,1.5122,33.948,16.1266
13-Feb-20,1.0867,119.21,1.9558,24.835,7.4721,,3.7231,0.83375,337.12,,,4.2513,4.7645,10.4823,,1.0633,137.7,10.0415,7.4513,69.0209,6.5843,1.6138,4.7182,1.4406,7.589,8.4398,14892.14,77.4495,1286.02,20.2411,4.5006,1.6835,54.863,1.5096,33.839,16.1313
14-Feb-20,1.0842,119.11,1.9558,24.828,7.4713,,3.7177,0.83208,335.67,,,4.249,4.7684,10.5085,,1.0641,137.5,10.0258,7.449,68.9116,6.5735,1.6151,4.6927,1.4363,7.5757,8.4214,14870.88,77.466,1283.75,20.1606,4.4886,1.6864,54.806,1.509,33.848,16.1139
17-Feb-20,1.0835,119.05,1.9558,24.793,7.4701,,3.7131,0.83238,334.64,,,4.262,4.7768,10.5323,,1.0641,137.7,10.0373,7.4465,68.7554,6.5542,1.6129,4.6739,1.4334,7.5645,8.416,14792.48,77.342,1282.7,20.1243,4.4911,1.6864,54.787,1.5047,33.778,16.2095
18-Feb-20,1.0816,118.7,1.9558,24.898,7.4702,,3.7028,0.82985,334.83,,,4.2746,4.7823,10.5498,,1.0619,137.7,10.0883,7.444,68.9685,6.5643,1.6195,4.7009,1.4345,7.5732,8.4024,14780.06,77.39,1288.74,20.1596,4.4919,1.6921,54.799,1.5058,33.773,16.2792
19-Feb-20,1.08,119.35,1.9558,24.962,7.4693,,3.6946,0.83148,336.33,,,4.2712,4.7792,10.5743,,1.0621,138.1,10.0178,7.4453,68.6245,6.5606,1.6142,4.7184,1.4281,7.5538,8.3925,14783.04,77.2345,1284.75,20.069,4.4955,1.6883,54.616,1.5033,33.696,16.1425
20-Feb-20,1.079,120.86,1.9558,25.037,7.4681,,3.7009,0.8384,338,,,4.2825,4.7979,10.5985,,1.0616,138.1,10.0455,7.4495,68.806,6.5806,1.6294,4.7341,1.4304,7.5787,8.396,14790.39,77.2745,1301.79,20.1685,4.5145,1.7046,54.725,1.5111,33.924,16.2966
21-Feb-20,1.0801,120.96,1.9558,25.061,7.4702,,3.6985,0.8351,337.1,,,4.2835,4.804,10.569,,1.061,138.3,10.0873,7.449,69.548,6.6131,1.6363,4.755,1.432,7.5945,8.4117,14867.58,77.754,1309.45,20.5183,4.5294,1.7104,54.955,1.5131,34.164,16.2965
24-Feb-20,1.0818,120.52,1.9558,25.186,7.4699,,3.7208,0.83833,337.61,,,4.2989,4.8063,10.5833,,1.06,139.3,10.1328,7.465,70.6675,6.6599,1.6384,4.7474,1.4372,7.6102,8.4324,15098.95,77.8265,1319.2,20.7234,4.5728,1.7095,55.248,1.5164,34.336,16.3592
25-Feb-20,1.084,119.92,1.9558,25.226,7.4701,,3.7158,0.8363,337.41,,,4.3012,4.8098,10.5688,,1.0605,139.3,10.16,7.4567,70.7943,6.6688,1.6442,4.7569,1.4403,7.6045,8.4445,15094.7,77.724,1315.68,20.6185,4.5886,1.716,55.36,1.5166,34.39,16.4649
26-Feb-20,1.0875,120.13,1.9558,25.344,7.471,,3.7429,0.8415,339.28,,,4.3094,4.805,10.5813,,1.0606,139.3,10.2113,7.4605,71.2368,6.6981,1.6565,4.7741,1.4469,7.6329,8.4742,15221.86,77.9195,1322.29,20.806,4.5952,1.7273,55.538,1.5204,34.664,16.4555
27-Feb-20,1.0964,120.46,1.9558,25.283,7.4725,,3.7671,0.84995,338.37,,,4.3124,4.81,10.5753,,1.0627,139.3,10.2918,7.4625,72.1052,6.7538,1.6672,4.8975,1.4636,7.6813,8.5456,15387.97,78.538,1327.83,21.2601,4.6164,1.7326,55.767,1.5294,34.701,16.842
28-Feb-20,1.0977,119.36,1.9558,25.39,7.4723,,3.8052,0.85315,337.57,,,4.3259,4.813,10.6738,,1.0614,139.3,10.3888,7.4695,73.6096,6.8348,1.6875,4.9232,1.4757,7.6662,8.555,15749.25,79.285,1324.98,21.637,4.6263,1.7608,56.027,1.5317,34.632,17.0961
02-Mar-20,1.1122,119.82,1.9558,25.525,7.473,,3.8826,0.87113,336.92,,,4.3276,4.8106,10.6063,,1.0655,141.7,10.4043,7.4835,74.56,6.9253,1.6998,4.9938,1.4857,7.7469,8.6525,15909.41,80.917,1325.85,21.9963,4.6751,1.7738,56.511,1.5449,34.968,17.4202
03-Mar-20,1.1117,119.77,1.9558,25.475,7.473,,3.847,0.8701,336.68,,,4.3166,4.8087,10.559,,1.0646,142.9,10.3328,7.4853,74.005,6.8626,1.6911,5.0032,1.4857,7.7572,8.6471,15877,81.429,1327.59,21.6599,4.6758,1.7728,56.467,1.5479,35.063,17.3245
04-Mar-20,1.1125,119.58,1.9558,25.34,7.4727,,3.8451,0.8685,334.96,,,4.2968,4.8073,10.5555,,1.0647,142.2,10.3051,7.4848,73.218,6.7828,1.6794,5.0146,1.4862,7.7014,8.6437,15702.94,81.5025,1314.96,21.4105,4.6491,1.7667,56.288,1.54,34.866,16.9784
05-Mar-20,1.1187,119.63,1.9558,25.346,7.4712,,3.8814,0.8667,335.7,,,4.3029,4.811,10.5915,,1.0663,142.2,10.371,7.4905,74.307,6.8038,1.6917,5.148,1.5021,7.7579,8.6936,15851.98,82.153,1327.01,22.0737,4.6532,1.7744,56.785,1.5495,35.295,17.2746
06-Mar-20,1.1336,119.08,1.9558,25.458,7.4697,,3.9576,0.87165,335.48,,,4.3042,4.811,10.6145,,1.0589,143,10.4983,7.5035,77.5058,6.9209,1.7103,5.2748,1.5213,7.8511,8.8089,16558.49,83.586,1351.63,22.9958,4.7294,1.7858,57.542,1.563,35.64,17.8514
09-Mar-20,1.1456,117.12,1.9558,25.504,7.4695,,4.0275,0.87383,336.25,,,4.3132,4.8175,10.7203,,1.0594,145,10.89,7.55,85.1553,7.0002,1.733,5.4418,1.5613,7.96,8.9041,16488.05,84.96,1374.71,24.3268,4.8304,1.8021,58.013,1.5841,36.081,18.2898
10-Mar-20,1.139,118.65,1.9558,25.725,7.4714,,4.0147,0.87385,336.2,,,4.326,4.8178,10.8015,,1.0594,145.3,10.8433,7.5425,81.5975,6.9884,1.7377,5.3243,1.5579,7.924,8.8496,16282,84.11,1357.12,23.8739,4.8265,1.8006,57.537,1.5817,35.809,18.1596
11-Mar-20,1.1336,118.55,1.9558,25.77,7.4726,,4.0316,0.8769,335.46,,,4.318,4.8213,10.7238,,1.0591,145.7,10.8558,7.5745,81.3785,7.0236,1.7389,5.2874,1.5579,7.8801,8.8071,16269.99,83.5215,1348.07,23.9025,4.8002,1.7951,57.383,1.5741,35.584,18.21
12-Mar-20,1.124,116.84,1.9558,26.203,7.4727,,4.0909,0.88623,338.37,,,4.3599,4.8213,10.8945,,1.0549,148.64,11.3682,7.6,84.0284,7.0361,1.7674,5.5081,1.5524,7.8877,8.7466,16434,83.468,1359.4,24.8028,4.7944,1.8173,57.645,1.5779,35.586,18.4447
13-Mar-20,1.1104,119.11,1.9558,26.042,7.4732,,4.0867,0.8907,338.88,,,4.357,4.8213,10.8453,,1.0608,150,11.0966,7.563,80.7385,6.985,1.7684,5.2042,1.5389,7.7587,8.6255,16400.61,81.8765,1341.38,23.7835,4.7508,1.812,56.453,1.5684,35.244,17.9235
16-Mar-20,1.1157,117.76,1.9558,26.96,7.4731,,4.1795,0.90918,344.97,,,4.407,4.8343,10.8998,,1.0546,151.2,11.4765,7.5785,83.5905,7.1568,1.8198,5.5381,1.5539,7.8351,8.6682,16756.2,82.8075,1373.34,25.4478,4.8092,1.8499,57.625,1.5868,35.937,18.5602
17-Mar-20,1.0982,117.5,1.9558,26.985,7.4732,,4.2411,0.90823,347.04,,,4.4628,4.8418,10.9593,,1.0561,154.4,11.5063,7.5823,82.346,7.1286,1.8287,5.528,1.5512,7.7095,8.5274,16681.66,81.567,1365.21,25.0491,4.7777,1.842,56.563,1.5691,35.461,18.2288
18-Mar-20,1.0934,117.78,1.9558,27.154,7.4732,,4.1654,0.9219,351.38,,,4.501,4.845,11.0223,,1.0546,152.7,11.701,7.5935,87.0959,7.0491,1.8568,5.6133,1.5749,7.6925,8.4917,16892.54,81.1355,1377.8,26.2014,4.7793,1.8727,56.441,1.576,35.448,18.5624
19-Mar-20,1.0801,118.63,1.9558,27.606,7.4731,,3.9802,0.92985,356.06,,,4.5604,4.8445,11.1523,,1.0535,152.2,12.3165,7.608,86.9346,7.0625,1.8635,5.6037,1.5623,7.6849,8.3849,17187.09,81.14,1364.14,26.2955,4.7686,1.8903,55.593,1.5643,35.076,18.68
20-Mar-20,1.0707,118.37,1.9558,27.191,7.4691,,3.8683,0.91028,350.91,,,4.5315,4.8505,11.0598,,1.0546,150.7,12.1215,7.6098,85.1038,6.9806,1.8226,5.3937,1.5257,7.5919,8.3056,17050.9,80.465,1335.64,25.6864,4.7052,1.8521,54.895,1.5515,34.851,18.5127
23-Mar-20,1.0783,119.11,1.9558,27.635,7.4706,,3.9572,0.9297,352.33,,,4.6056,4.8481,11.0715,,1.059,151.5,12.2568,7.606,86.08,7.1016,1.8586,5.4652,1.551,7.6385,8.3631,17872.82,82.1255,1355.1,26.613,4.793,1.8939,55.425,1.5745,35.438,19.014
24-Mar-20,1.0843,119.99,1.9558,27.808,7.4669,,3.9379,0.921,353.07,,,4.6146,4.8357,11.0888,,1.0572,151.7,11.9745,7.6118,85.1561,7.011,1.8315,5.5116,1.5716,7.6549,8.4088,17701.2,82.358,1346.65,26.9302,4.804,1.8676,55.375,1.5692,35.533,19.0754
25-Mar-20,1.0827,120.67,1.9558,27.446,7.4682,,3.9411,0.91503,354.97,,,4.5817,4.8446,10.9638,,1.0602,151.9,11.7745,7.6083,84.8015,6.9672,1.7993,5.4937,1.5539,7.6844,8.3941,17447.71,82.699,1334.82,26.5704,4.7493,1.8479,55.25,1.5651,35.491,18.8478
26-Mar-20,1.0981,120.18,1.9558,27.55,7.4659,,3.9585,0.91348,354.99,,,4.5748,4.8335,11.007,,1.0634,153.5,11.5273,7.6115,85.31,7.0407,1.8162,5.4806,1.5466,7.7675,8.5136,17686,82.5345,1336.46,26.0735,4.7603,1.853,55.981,1.5759,35.836,19.1484
27-Mar-20,1.0977,119.36,1.9558,27.299,7.4606,,3.9413,0.89743,355.65,,,4.5306,4.8375,11.0158,,1.0581,154,11.6558,7.614,86.3819,7.0935,1.8209,5.5905,1.5521,7.7894,8.5095,17716.88,82.8695,1346.31,25.8329,4.7619,1.8548,56.125,1.5762,35.769,19.3415
30-Mar-20,1.1034,119.34,1.9558,27.315,7.4667,,3.9544,0.889,358.72,,,4.5509,4.8278,11.0375,,1.0571,154.3,11.6888,7.6265,88.1385,7.2475,1.8021,5.6511,1.5626,7.8337,8.5559,18088.04,83.5,1351.52,26.246,4.7806,1.8405,56.196,1.5732,36.081,19.7286
31-Mar-20,1.0956,118.9,1.9558,27.312,7.4674,,3.9018,0.88643,360.02,,,4.5506,4.8283,11.0613,,1.0585,155.6,11.51,7.6255,85.9486,7.2063,1.7967,5.7001,1.5617,7.7784,8.4945,17869.24,82.8985,1341.03,26.1772,4.733,1.8417,55.865,1.5633,35.925,19.6095
01-Apr-20,1.0936,117.55,1.9558,27.369,7.4642,,3.9015,0.8846,369.36,,,4.5815,4.834,10.9368,,1.0564,156.1,11.2685,7.6285,86.475,7.2925,1.8053,5.7349,1.5601,7.7653,8.4781,18239.61,83.6004,1346.48,26.4097,4.7654,1.8547,55.709,1.5689,36.111,19.6619
